Datasett hentet fra;https://hnygard.github.io/sivilombudsmannen-uttalelser/;@hallny / Norske-postlister.no;Kilde;https://www.sivilombudsmannen.no/uttalelser/;Data hentet;13.03.2020 00:10:18
Dato - uttalelse;Dato - publisert;Saksnummer;Lenke uttalelse;Lovreferanse;Tittel
08.10.2018;11.10.2018;SM-2017/1645;https://www.sivilombudsmannen.no/uttalelser/avkorting-av-oppreisning-til-tidligere-barnevernsbarn/;forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 28, forvaltningsloven § 34 andre ledd;Avkorting av oppreisning til tidligere barnevernsbarn
01.10.2018;10.10.2018;SM-2018/807;https://www.sivilombudsmannen.no/uttalelser/forholdet-mellom-avstandskravet-i-plan-og-bygningsloven-%c2%a7-29-4-annet-ledd-og-arealplan/;forvaltningsloven § 35 første ledd bokstav c, plan- og bygningsloven § 29-4, plan- og bygningsloven § 29-4 annet ledd, sivilombudsmannsloven § 10 annet ledd siste punktum;Forholdet mellom avstandskravet i plan- og bygningsloven § 29-4 annet ledd og arealplan
28.09.2018;09.10.2018;SM-2016/3714;https://www.sivilombudsmannen.no/uttalelser/statstilskudd-til-de-nordiske-folkekirkene-i-norge-endring-av-tilskuddspraksis-gjennom-rundskriv/;forvaltningsloven § 2, forvaltningsloven § 2 første ledd, grunnloven § 101, grunnloven § 16, sivilombudsmannsloven § 4, trossamfunnsloven §, trossamfunnsloven § 19, trossamfunnsloven § 8, trossamfunnsloven § 9, trossamfunnsloven § 9 tredje ledd;Statstilskudd til de nordiske folkekirkene i Norge – endring av tilskuddspraksis gjennom rundskriv
14.09.2018;03.10.2018;SM-2017/597;https://www.sivilombudsmannen.no/uttalelser/omsorgslonn-om-kravene-til-fylkesmannens-oppfolging-etter-vedtak-i-klagesak-omgjoringsadgang-og-begrunnelse/;forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 34 andre ledd tredje punktum, forvaltningsloven § 35, forvaltningsloven § 35 første ledd bokstav c, omsorgstjenesteloven § 3-6, omsorgstjenesteloven § 4-1, omsorgstjenesteloven §3-6, pasient- og brukerrettighetsloven § 2-8, pasient- og brukerrettighetsloven § 7-6, sosialtjenesteloven § 4-2 bokstav e, sosialtjenesteloven § 48 første ledd;Omsorgslønn – om kravene til Fylkesmannens oppfølging etter vedtak i klagesak, omgjøringsadgang og begrunnelse
26.09.2018;03.10.2018;SM-2018/1246;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-dokumenter-fra-eksternt-konsulentfirma/;forvaltningsloven § 17, forvaltningsloven § 8, offentleglova § 1, offentleglova § 3, offentleglova § 4 annet ledd, offentleglova § 4 annet ledd første punktum;Innsyn i dokumenter fra eksternt konsulentfirma
27.09.2018;03.10.2018;SM-2018/2952;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-skatteopplysninger/;forvaltningsloven § 3-1, forvaltningsloven § 3-1 første ledd;Innsyn i skatteopplysninger
31.08.2018;02.10.2018;SM-2018/1533;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-statsministerens-kalender-skjermingsverdig-informasjon-mv/;offentleglova § 12 første ledd bokstav c, offentleglova § 13, offentleglova § 13 første ledd, offentleglova § 28 andre ledd, offentleglova § 3, offentleglova § 4, sivilombudsmannen § 6 tredje ledd;Innsyn i statsministerens kalender – skjermingsverdig informasjon mv.
03.09.2018;02.10.2018;SM-2017/2322;https://www.sivilombudsmannen.no/uttalelser/taushetsplikt-mellom-skole-og-skolehelsetjenesten/;forvaltningsloven § 11, forvaltningsloven § 13, opplæringslova § 15-1, opplæringslova § 15-3, opplæringslova § 9;Taushetsplikt mellom skole og skolehelsetjenesten
17.09.2018;27.09.2018;SM-2018/2125;https://www.sivilombudsmannen.no/uttalelser/utlendingsdirektoratets-behandlingstid-i-sak-om-partsinnsyn/;forvaltningsloven §, forvaltningsloven § 11;Utlendingsdirektoratets behandlingstid i sak om partsinnsyn
29.08.2018;26.09.2018;SM-2018/782;https://www.sivilombudsmannen.no/uttalelser/utvidet-rett-til-undervisning-ved-videregaende-skole/;forvaltningsloven § 33 femte ledd, forvaltningsloven § 34, opplæringslova § 3-1 femte ledd, opplæringsloven § 3-1 femte ledd, opplæringsloven § 5-3;Utvidet rett til undervisning ved videregående skole
12.09.2018;26.09.2018;SM-2017/2264;https://www.sivilombudsmannen.no/uttalelser/avvisning-av-klage-over-henleggelse-av-straffesak-underretning-om-henleggelse-og-begrunnelse-for-avvisning/;forvaltningsloven §, forvaltningsloven§, straffeprosessloven §, straffeprosessloven § 59;Avvisning av klage over henleggelse av straffesak – underretning om henleggelse og begrunnelse for avvisning
16.09.2018;25.09.2018;SM-2018/1323;https://www.sivilombudsmannen.no/uttalelser/innsyn-i-dokumentliste-i-elevmappe-saksbehandlingstid-og-utredningsplikt/;forvaltningsloven § 13 første ledd, forvaltningsloven § 33 femte ledd, forvaltningsloven § 34 andre ledd, offentleglova §, offentleglova § 12, offentleglova § 13 første ledd, offentleglova § 32 tredje ledd;Innsyn i dokumentliste i elevmappe – saksbehandlingstid og utredningsplikt
15.09.2018;24.09.2018;SM-2018/44;https://www.sivilombudsmannen.no/uttalelser/frist-for-endring-av-ligningsavgjorelse/;forvaltningsloven § 16-2, ligningsloven § 9-5, ligningsloven § 9-6 nr. 1, ligningsloven § 9-6 nr. 2, ligningsloven § 9-6 nr. 5 bokstav c;Frist for endring av ligningsavgjørelse
29.06.2018;23.09.2018;SM-2018/455;https://www.sivilombudsmannen.no/uttalelser/underkjennelse-av-fysioterapiturnus/;forvaltningsloven §, forvaltningsloven § 17, forvaltningsloven§ 17 første ledd, ombudsmannsloven § 10 annet ledd;Underkjennelse av fysioterapiturnus
10.09.2018;21.09.2018;SM-2016/2369;https://www.sivilombudsmannen.no/uttalelser/arbeidsevnevurderingens-betydning-i-uforetrygdsaker-%e2%88%92-sak-av-eget-tiltak/;folketrygdloven § 11-6, folketrygdloven § 12-5, folketrygdloven § 21-1, folketrygdloven § 21-3 første ledd, forvaltningsloven § 17, nav-loven § 14;Arbeidsevnevurderingens betydning i uføretrygdsaker − Sak av eget tiltak
10.08.2018;21.09.2018;SM-2018/685;https://www.sivilombudsmannen.no/uttalelser/refusjon-av-utgifter-etter-blareseptforskriften/;folketrygdloven § 5-14, forvaltningsloven § 17, forvaltningsloven § 17 første ledd, legemiddelloven § 2, sivilombudsmannsloven § 10 annet ledd;Refusjon av utgifter etter blåreseptforskriften
27.08.2018;20.09.2018;SM-2018/1516;https://www.sivilombudsmannen.no/uttalelser/sosialtjenestens-ansvar-for-dekning-av-utgifter-til-klaer-til-innsatte-sak-av-eget-tiltak/;sosialtjenesteloven § 18, sosialtjenesteloven § 19, straffegjennomføringsloven § 26;Sosialtjenestens ansvar for dekning av utgifter til klær til innsatte – sak av eget tiltak
10.09.2018;18.09.2018;SM-2018/223;https://www.sivilombudsmannen.no/uttalelser/klagerett-ved-skattekontorets-avvisning-av-klage-over-skattefastsettelsen-jf-skatteforvaltningsloven-%c2%a7-13-4/;forvaltningsloven § 12-1, forvaltningsloven § 13-1 første ledd, forvaltningsloven § 13-4, forvaltningsloven § 13-4 tredje ledd, forvaltningsloven § 13-7 annet ledd;Klagerett ved skattekontorets avvisning av klage over skattefastsettelsen, jf. skatteforvaltningsloven § 13-4
20.08.2018;17.09.2018;SM-2018/1458;https://www.sivilombudsmannen.no/uttalelser/tilsynssak-overfor-helseinstitusjon-etter-klage-fra-parorende-fylkesmannens-behandlingstid-og-informasjon-til-klageren-under-sakens-gang/;forvaltningsloven §, forvaltningsloven § 11, ombudsmannsloven § 7, pasient- og brukerrettighetsloven § 7-4;Tilsynssak overfor helseinstitusjon etter klage fra pårørende – Fylkesmannens behandlingstid og informasjon til klageren under sakens gang
31.08.2018;17.09.2018;SM-2017/4302;https://www.sivilombudsmannen.no/uttalelser/to-vedtak-om-sammenslaing-av-viltomrader/;forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 35 første ledd bokstav c, sivilombudsmannsloven § 10 annet ledd siste punktum, viltloven § 1 første ledd, viltloven § 37, viltlovens § 27, viltlovens § 37;To vedtak om sammenslåing av viltområder
17.07.2018;04.09.2018;SM-2017/633;https://www.sivilombudsmannen.no/uttalelser/dekning-av-utgifter-til-pasientreise-avslag-etter-praksisendring/;forvaltningsloven § 33 siste ledd, forvaltningsloven § 34 annet ledd, pasient- og brukerrettighetsloven § 2-6;Dekning av utgifter til pasientreise – avslag etter praksisendring
28.08.2018;31.08.2018;SM-2018/1219;https://www.sivilombudsmannen.no/uttalelser/32600/;naturmangfoldloven §, naturmangfoldloven § 7, naturmangfoldloven§ 8, naturmangfoldloven§ 8-12, plan- og bygningsloven § 11-16 annet ledd, reindriftsloven § 24;Manglende vurdering av naturmangfoldloven i plansak
16.08.2018;28.08.2018;SM-2018/683;https://www.sivilombudsmannen.no/uttalelser/sen-klagesaksbehandling-i-byggesak-i-bergen-kommune/;forvaltningsloven § 11;Sen klagesaksbehandling i byggesak i Bergen kommune
28.06.2018;24.08.2018;SM-2017/1836;https://www.sivilombudsmannen.no/uttalelser/behandling-av-sak-om-parkeringstillatelse-for-forflytningshemmede/;forvaltningsloven § 18, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 28 andre ledd, forvaltningsloven § 33, forvaltningsloven § 33 fjerde ledd andre punktum, forvaltningsloven § 33 fjerde ledd annet punktum, kommuneloven § 40 nr. 3 bokstav c, kommuneloven § 40 tredje ledd bokstav c;Behandling av sak om parkeringstillatelse for forflytningshemmede
14.08.2018;17.08.2018;SM-2018/210;https://www.sivilombudsmannen.no/uttalelser/saksbehandlingstid-i-innsynssaker/;offentleglova § 32 andre ledd, offentleglova § 32 tredje ledd, sivilombudsmannsloven § 6 fjerde ledd;Saksbehandlingstid i innsynssaker
07.08.2018;14.08.2018;SM-2017/754;https://www.sivilombudsmannen.no/uttalelser/midlertidig-tilbakekall-av-forerett/;vegtrafikkloven § 33 nr. 3, vegtrafikkloven § 34 femte ledd;Midlertidig tilbakekall av førerett
28.06.2018;09.08.2018;SM-2017/672;https://www.sivilombudsmannen.no/uttalelser/fylkesmannens-behandling-av-anmodning-om-vurdering-av-pliktbrudd-i-spesialisthelsetjenesten/;forvaltningsloven § 11, pasient- og brukerrettighetsloven § 7-4;Fylkesmannens behandling av anmodning om vurdering av pliktbrudd i spesialisthelsetjenesten
05.07.2018;17.07.2018;SM-2017/3891;https://www.sivilombudsmannen.no/uttalelser/overforing-av-siidaandel-tolkning-av-reindriftsloven-%c2%a7-15-andre-ledd/;reindriftsloven § 15, reindriftsloven § 15 andre ledd;Overføring av siidaandel – tolkning av reindriftsloven § 15 andre ledd
28.06.2018;16.07.2018;SM-2017/3278;https://www.sivilombudsmannen.no/uttalelser/om-tjenstlig-tilrettevisning-etter-handlinger-pa-fritiden/;grunnloven § 100;Om tjenstlig tilrettevisning etter handlinger på fritiden
29.06.2018;16.07.2018;SM-2018/496;https://www.sivilombudsmannen.no/uttalelser/partsinnsyn-for-laerer-i-sak-om-elevs-psykososiale-laeringsmiljo/;forvaltningsloven § 17, forvaltningsloven § 18, forvaltningsloven § 2 første ledd bokstav e, opplæringsloven § 9;Partsinnsyn for lærer i sak om elevs psykososiale læringsmiljø
08.12.2016;09.07.2018;SM-2016/980;https://www.sivilombudsmannen.no/uttalelser/tilsetting-i-strid-med-eget-personalreglement/;arbeidsmiljøloven § 14-1, forvaltningsloven § 17, forvaltningsloven § 2;Tilsetting i strid med eget personalreglement
03.07.2018;06.07.2018;SM-2017/949;https://www.sivilombudsmannen.no/uttalelser/pasientreisers-bruk-av-et-femsifret-betalingsnummer-som-kontakttelefon-forholdet-i-til-informasjons-og-veiledningsplikten/;forvaltningsloven § 11, pasient- og brukerrettighetsloven § 2-6, sivilombudsmannsloven § 5;Pasientreisers bruk av et femsifret betalingsnummer som kontakttelefon – forholdet til informasjons- og veiledningsplikten
02.07.2018;04.07.2018;SM-2018/194;https://www.sivilombudsmannen.no/uttalelser/dispensasjon-fra-bestemmelse-om-utnyttelsesgrad-i-reguleringsplan-2/;forvaltningsloven § 35, plan- og bygningsloven § 19-2 annet ledd første punktum, plan- og bygningsloven § 29-4, plan- og bygningsloven § 29-4 annet ledd, sivilombudsmannsloven § 10 annet ledd siste punktum;Dispensasjon fra bestemmelse om utnyttelsesgrad i reguleringsplan
28.06.2018;03.07.2018;SM-2017/696;https://www.sivilombudsmannen.no/uttalelser/vilkar-for-drosjeloyve-betydningen-av-en-voldsdom/;forvaltningsloven § 11, yrkestransporforskriften § 4 første ledd, yrkestransportforskriften § 4 første ledd, yrkestransportforskriften § 6, yrkestransportforskriften § 6 første ledd, yrkestransportlova § 37, yrkestransportlova § 4 annet ledd, yrkestransportlova § 4 første ledd første punktum, yrkestransportloven § 37, yrkestransportloven § 4;Vilkår for drosjeløyve – betydningen av en voldsdom
22.06.2018;02.07.2018;SM-2018/780;https://www.sivilombudsmannen.no/uttalelser/avslutning-av-undersokelse-av-eget-tiltak-om-saksbehandlingstiden-i-nav-klageinstans/;folketrygdloven § 21-10 første ledd, sivilombudsmannsloven § 5;Avslutning av undersøkelse av eget tiltak om saksbehandlingstiden i Nav Klageinstans
14.06.2018;27.06.2018;SM-2017/3094;https://www.sivilombudsmannen.no/uttalelser/ansettelse-av-okoetterforsker-ved-x-politidistrikt-kvalifikasjonsvurderingen-og-ivaretakelse-av-kontradiksjonsprinsippet/;forvaltningsloven § 17, forvaltningsloven § 17 første ledd, sivilombudsmannsloven § 10 annet ledd;Ansettelse av økoetterforsker ved X politidistrikt – kvalifikasjonsvurderingen og ivaretakelse av kontradiksjonsprinsippet
18.06.2018;20.06.2018;SM-2017/2893;https://www.sivilombudsmannen.no/uttalelser/sakskostnader-etter-forvaltningsloven-%c2%a7-36-kontrollunntaket-og-forvaltningens-utredningsplikt/;forvaltningsloven §, forvaltningsloven § 17, forvaltningsloven § 17 første ledd, forvaltningsloven § 36, forvaltningsloven § 36 første ledd, sivilombudsmannsloven § 10, yrkestransportforskriften §, yrkestransportforskriften § 45, yrkestransportlova §, yrkestransportlova § 29 første ledd;Sakskostnader etter forvaltningsloven § 36 – kontrollunntaket og forvaltningens utredningsplikt
14.06.2018;19.06.2018;SM-2017/142;https://www.sivilombudsmannen.no/uttalelser/behandling-av-soknad-om-landbruksvei-etter-markaloven/;plan- og bygningsloven §, plan- og bygningsloven§ 20-5 første ledd bokstav c;Behandling av søknad om landbruksvei etter markaloven
16.04.2018;19.06.2018;SM-2016/3376;https://www.sivilombudsmannen.no/uttalelser/skoleskyss-ved-delt-bosted/;barnelova § 36, forvaltningsloven § 17, grunnloven § 104, opplæringslova § 2-15, opplæringslova § 7-1, opplæringslova § 7-4 annet ledd, opplæringsloven §, opplæringsloven§ 2-1;Skoleskyss ved delt bosted
01.06.2018;13.06.2018;SM-2017/2102;https://www.sivilombudsmannen.no/uttalelser/rettslig-klageinteresse-i-sak-om-endring-av-tidligere-konsesjonsgitte-nettanlegg/;forurensningsloven § 6, forvaltningsloven § 28 første ledd, forvaltningsloven § 28 første ledd første punktum;Rettslig klageinteresse i sak om endring av tidligere konsesjonsgitte nettanlegg
06.06.2018;11.06.2018;SM-2017/3666;https://www.sivilombudsmannen.no/uttalelser/refusjon-av-soskenmoderasjon-til-privat-barnehage/;;Refusjon av søskenmoderasjon til privat barnehage
23.04.2018;11.06.2018;SM-2017/2921;https://www.sivilombudsmannen.no/uttalelser/dispensasjon-fra-reguleringsplan-2/;forvaltningsloven § 35, sivilombudsmannsloven § 10 annet ledd siste punktum;Dispensasjon fra reguleringsplan
25.05.2018;07.06.2018;SM-2016/3741;https://www.sivilombudsmannen.no/uttalelser/pagripelse-etter-utlendingsloven/;straffeprosessloven §, straffeprosessloven § 175, straffeprosessloven§ 174-191, utlendingsforskriften § 3-1 første ledd bokstav d, utlendingsforskriften § 3-3, utlendingsloven § 106, utlendingsloven § 106 første ledd bokstav b, utlendingsloven § 90 sjette ledd;Pågripelse etter utlendingsloven
31.05.2018;07.06.2018;SM-2017/1642;https://www.sivilombudsmannen.no/uttalelser/skjaeringstidspunktet-for-ettarsfristen-etter-utelndingsforskriften-%c2%a710-8-femte-ledd-og-unntak-fra-fristen-i-visse-tilfeller/;forvaltningsloven § 2 første ledd bokstav c, forvaltningsloven § 38 første ledd bokstav a, utlendingsforskriften §, utlendingsforskriften § 10-2 første ledd, utlendingsforskriften § 10-8 femte ledd, utlendingsforskriften § 10-8 fjerde ledd bokstav a, utlendingsforskriften § 10-8 første ledd, utlendingsforskriften §10-8 femte ledd, utlendingsloven § 10-2 første ledd, utlendingsloven § 28;Skjæringstidspunktet for ettårsfristen etter utlendingsforskriften §10-8 femte ledd og unntak fra fristen i visse tilfeller
23.05.2018;28.05.2018;SM-2018/416;https://www.sivilombudsmannen.no/uttalelser/utforming-av-utlysningstekst-og-kvalifikasjonsvurdering-ved-tildeling-av-driftstilskudd-for-fysioterapeut/;forvaltningsloven § 2 første ledd bokstav b, kommuneloven § 40 nr. 3 bokstav c, sivilombudsmannsloven § 10 andre ledd;Utforming av utlysningstekst og kvalifikasjonsvurdering ved tildeling av driftstilskudd for fysioterapeut
10.04.2018;28.05.2018;SM-2017/2622;https://www.sivilombudsmannen.no/uttalelser/mangler-ved-udis-veiledning-om-mulighet-for-a-be-om-prioritert-behandling/;forvaltningsloven § 11 første ledd;Mangler ved UDIs veiledning om mulighet for å be om prioritert behandling
15.05.2018;25.05.2018;SM-2017/3013;https://www.sivilombudsmannen.no/uttalelser/plangrunnlag-for-rammetillatelse/;plan- og bygningsloven § 1-1 fjerde ledd, plan- og bygningsloven § 1-5, plan- og bygningsloven § 1-5 andre ledd;Plangrunnlag for rammetillatelse
18.05.2018;25.05.2018;SM-2017/760;https://www.sivilombudsmannen.no/uttalelser/retting-av-stoyforhold-bruk-av-lydanlegg-pa-sommerleir/;forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 41, plan- og bygningsloven § 30-5 første punktum, sivilombudsmannsloven § 10;Retting av støyforhold – bruk av lydanlegg på sommerleir
09.05.2018;23.05.2018;SM-2017/2935;https://www.sivilombudsmannen.no/uttalelser/saksbehandlingstiden-i-nasjonalt-klageorgan-for-helsetjenesten-i-saker-om-stonad-til-helsetjenester/;folketrygdloven § 21-10;Saksbehandlingstiden i Nasjonalt klageorgan for helsetjenesten i saker om stønad til helsetjenester
27.04.2018;23.05.2018;SM-2017/836;https://www.sivilombudsmannen.no/uttalelser/fullmakt-til-dokumentinnsyn-og-tvangsmessig-tilbakehold-pa-sykehjem/;forvaltningsloven § 11, forvaltningsloven § 12 fjerde ledd, ombudsmannsloven § 5, pasient- og brukerrettighetsloven § 4, pasient- og brukerrettighetsloven § 7-3, vergemålsloven § 21;Fullmakt til dokumentinnsyn og tvangsmessig tilbakehold på sykehjem
07.05.2018;15.05.2018;SM-2017/1252;https://www.sivilombudsmannen.no/uttalelser/sakskostnader-etter-forvaltningsloven-%c2%a7-36-opplysninger-fra-annet-forvaltningsorgan/;forvaltningsloven §, forvaltningsloven § 36;Sakskostnader etter forvaltningsloven § 36 – opplysninger fra annet forvaltningsorgan
15.03.2017;08.05.2018;SM-2016/2301;https://www.sivilombudsmannen.no/uttalelser/bevisvurdering-ved-ileggelse-av-tilleggsavgift-med-hoy-sats-og-skjerpet-tilleggsskatt/;forvaltningsloven § 13-9 annet ledd, forvaltningsloven § 14-6, ligningsloven § 10-5, merverdiavgiftsloven § 21-3, ombudsmannsloven § 10 annet ledd;Bevisvurdering ved ileggelse av tilleggsavgift med høy sats og skjerpet tilleggsskatt
20.04.2018;03.05.2018;SM-2017/1393;https://www.sivilombudsmannen.no/uttalelser/utvisning-fra-folkehoyskole/;forvaltningsloven §, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 33 annet ledd, forvaltningsloven§ 25, sivilombudsmannsloven § 4;Utvisning fra folkehøyskole
17.04.2018;27.04.2018;SM-2017/1215;https://www.sivilombudsmannen.no/uttalelser/dispensasjon-fra-krav-til-omsetning-fra-andre-fiskerier-ved-tildeling-av-kvote-for-fangst-av-kongekrabbe/;forvaltningsloven § , forvaltningsloven § 17, forvaltningsloven§ 24-25, sivilombudsmannsloven § 10 annet ledd;Dispensasjon fra krav til omsetning fra andre fiskerier ved tildeling av kvote for fangst av kongekrabbe
08.03.2018;25.04.2018;SM-2017/2040;https://www.sivilombudsmannen.no/uttalelser/gjennomforing-av-opplaering-i-og-pa-tegnsprak-og-retten-til-et-godt-skolemiljo/;barnelova § 31, forvaltningsloven § 11 bokstav d, forvaltningsloven § 17, forvaltningsloven § 33 første ledd, forvaltningsloven § 34 annet ledd annet punktum, grunnloven § 104, opplæringslova § 10-2, opplæringslova § 10-2 fjerde ledd, opplæringslova § 10-2 første ledd, opplæringslova § 14-2, opplæringslova § 15-2 første ledd, opplæringslova § 2-3, opplæringslova § 2-6, opplæringslova § 5-4 tredje ledd, opplæringslova § 5-5 tredje ledd;Gjennomføring av opplæring i og på tegnspråk og retten til et godt skolemiljø
16.04.2018;24.04.2018;SM-2017/375;https://www.sivilombudsmannen.no/uttalelser/offentleglovas-virkeomrade-ks-kommunesektorens-organisasjon/;forvaltningsloven §, forvaltningsloven§ 37-40, grunnloven § 100 femte ledd, kommuneloven § 28, kommuneloven § 59, offentlegforskrifta §, offentlegforskrifta § 1 andre ledd bokstav b, offentleglova §, offentleglova § 2 andre ledd, offentleglova § 2 første ledd bokstav d;Offentleglovas virkeområde – KS (Kommunesektorens organisasjon)
17.04.2018;23.04.2018;SM-2018/212;https://www.sivilombudsmannen.no/uttalelser/ansettelse-av-radgiver-ved-regional-komite-for-medisinsk-og-helsefaglig-forskningsetikk-x/;forvaltningsloven § 17;Ansettelse av rådgiver ved Regional komité for medisinsk og helsefaglig forskningsetikk X
04.04.2018;17.04.2018;SM-2017/2104;https://www.sivilombudsmannen.no/uttalelser/sporsmal-om-det-er-klageadgang-pa-avgjorelser-fattet-av-beslutningsforum-for-nye-metoder-sak-av-eget-tiltak/;forvaltningsloven § 2, pasient- og brukerrettighetsloven § 7-2, spesialisthelsetjenesteloven § 2-1;Spørsmål om det er klageadgang på avgjørelser fattet av Beslutningsforum for nye metoder – sak av eget tiltak
28.03.2018;17.04.2018;SM-2017/1066;https://www.sivilombudsmannen.no/uttalelser/eiendomsskattetakst-pa-fritidseiendom-i-sarpsborg-kommune-likhetsprinsippet/;eigedomsskattelova § 11 annet ledd, eigedomsskattelova § 29 femte ledd, eigedomsskattelova § 4 annet ledd, eigedomsskattelova § 8, plan- og bygningsloven § 1-8;Eiendomsskattetakst på fritidseiendom i Sarpsborg kommune – likhetsprinsippet
23.03.2018;16.04.2018;SM-2016/464;https://www.sivilombudsmannen.no/uttalelser/utelukkelse-fra-fellesskap-med-andre-innsatte-i-forbindelse-med-sultestreik/;forvaltningsloven § 41, pasient- og brukerrettighetsloven § 4-9, pasient- og brukerrettighetsloven § 4-9 første ledd, straffegjennomføringsloven § 17 annet ledd, straffegjennomføringsloven § 3-35 annet ledd;Utelukkelse fra fellesskap med andre innsatte i forbindelse med sultestreik
26.03.2018;13.04.2018;SM-2017/1425;https://www.sivilombudsmannen.no/uttalelser/erstatning-etter-klimabetinget-avlingssvikt/;forvaltningsloven § 17, forvaltningsloven § 35, sivilombudsmannsloven § 11;Erstatning etter klimabetinget avlingssvikt
22.03.2018;12.04.2018;SM-2016/3093;https://www.sivilombudsmannen.no/uttalelser/dispensasjon-fra-forerkortforskriftens-helsekrav-helseklages-provingsplikt/;forvaltningsloven § 11, forvaltningsloven § 33, forvaltningsloven § 33 siste ledd, forvaltningsloven § 34, ombudsmannslovens § 7;Dispensasjon fra førerkortforskriftens helsekrav – Helseklages prøvingsplikt
03.04.2018;11.04.2018;SM-2017/856;https://www.sivilombudsmannen.no/uttalelser/utredningsplikt-ved-helseklages-behandling-av-saker-om-dispensasjon-fra-forerkortforskriftens-helsekrav/;forvaltningsloven § 33 siste ledd;Utredningsplikt ved Helseklages behandling av saker om dispensasjon fra førerkortforskriftens helsekrav
26.03.2018;09.04.2018;SM-2017/300;https://www.sivilombudsmannen.no/uttalelser/avvisning-grunnet-privatrettslige-forhold-tiltak-pa-fremmed-grunn-2/;forvaltningsloven § 16, forvaltningsloven § 17, forvaltningsloven § 35, plan- og bygningsloven § 21-6;Avvisning grunnet privatrettslige forhold – tiltak på fremmed grunn
16.03.2018;26.03.2018;SM-2017/2318;https://www.sivilombudsmannen.no/uttalelser/utlendingsnemndas-avvisningsvedtak-sporsmal-om-fullmakt/;forvaltningsloven § 12 tredje ledd, forvaltningsloven § 28, forvaltningsloven § 34 første ledd, utlendingsforskriften § 17-1 annet ledd;Utlendingsnemndas avvisningsvedtak – spørsmål om fullmakt
13.03.2018;21.03.2018;SM-2017/1346;https://www.sivilombudsmannen.no/uttalelser/dispensasjon-til-oppforing-av-hytte-i-randomradet-for-villrein/;forvaltningsloven § 16, forvaltningsloven § 25, forvaltningsloven § 33 femte ledd, forvaltningsloven § 35, naturmangfoldloven §, naturmangfoldloven§ 8, plan- og bygningsloven §, plan- og bygningsloven § 19-2 annet ledd, plan- og bygningsloven § 19-2 annet ledd annet punktum, plan- og bygningsloven § 19-2 annet ledd første punktum, plan- og bygningsloven § 7;Dispensasjon til oppføring av hytte i randområdet for villrein
07.09.2017;20.03.2018;SM-2016/3404;https://www.sivilombudsmannen.no/uttalelser/kommunens-klagesaksbehandling-i-sak-om-startlan/;forvaltningsloven § 24, forvaltningsloven § 24 første ledd, forvaltningsloven § 25, forvaltningsloven § 27, forvaltningsloven § 27 første ledd, forvaltningsloven § 28, forvaltningsloven § 28 andre ledd, forvaltningsloven § 33, forvaltningsloven § 33 fjerde ledd andre punktum, forvaltningsloven § 34 andre ledd andre punktum, forvaltningsloven § 6, kommuneloven § 40 nr. 3 bokstav c, kommunelovens § 40;Kommunens klagesaksbehandling i sak om startlån
05.03.2018;19.03.2018;SM-2017/3478;https://www.sivilombudsmannen.no/uttalelser/saksbehandlingstiden-i-skatteklagenemnda/;forvaltningsloven § 13-6;Saksbehandlingstiden i Skatteklagenemnda
02.03.2018;19.03.2018;SM-2017/891;https://www.sivilombudsmannen.no/uttalelser/foreldres-rett-til-helseinformasjon-om-barn-under-12-ar-mv/;barneloven § 31, grunnloven § 104 annet ledd, pasient- og brukerrettighetsloven § 3-4, pasient- og brukerrettighetsloven § 7-4;Foreldres rett til helseinformasjon om barn under 12 år mv.
28.02.2018;15.03.2018;SM-2017/708;https://www.sivilombudsmannen.no/uttalelser/fylkesmannens-behandling-av-sak-om-tvangsmedisinering/;forvaltningsloven § 24, forvaltningsloven § 25, helsepersonelloven § 4, psykisk helsevernloven § 3-3, psykisk helsevernloven § 4-10 første ledd, psykisk helsevernloven § 4-4, psykisk helsevernlovens § 4-4 fjerde ledd annet punktum;Fylkesmannens behandling av sak om tvangsmedisinering
04.03.2018;13.03.2018;SM-2017/4037;https://www.sivilombudsmannen.no/uttalelser/krav-til-saksbehandlingstid-for-innsynsbegjaeringer-i-straffesaksdokumenter/;forvaltningsloven § 11, grunnloven § 100 femte ledd, offentlegforskrifta § 3, offentleglova § 2 fjerde ledd tredje punktum, offentleglova § 29, offentleglova § 32, politiregisterforskriften § 27-2 tredje ledd, politiregisterloven § 23, politiregisterloven § 34, straffeprosessloven § 28;Krav til saksbehandlingstid for innsynsbegjæringer i straffesaksdokumenter
22.02.2018;02.03.2018;SM-2017/1921;https://www.sivilombudsmannen.no/uttalelser/detaljregulering-avviker-kommuneplanens-arealdel/;forvaltningsloven § 35, forvaltningsloven § 41, plan- og bygningsloven § 4-1;Detaljregulering som avviker fra kommuneplanens arealdel
