Datasett hentet fra;https://hnygard.github.io/sivilombudet-uttalelser/;@hallny / Norske-postlister.no;Kilde;https://www.sivilombudet.no/uttalelser/;Data hentet;09.11.2025 09:09:11
Dato - uttalelse;Dato - publisert;Saksnummer;Lenke uttalelse;Lovreferanse;Tittel
22.09.2023;29.09.2023;SM-2023/2014;https://www.sivilombudet.no/uttalelser/lang-behandlingstid-i-sak-om-spesialundervisning-i-grunnskolen/;forvaltningsloven § 11, opplæringslova § 15-1, opplæringslova § 5-4 første ledd;
15.09.2023;26.09.2023;SM-2023/1207;https://www.sivilombudet.no/uttalelser/endring-av-skattefastsettelsen-uten-klage-kreditfradrag/;forvaltningsloven § 12-1, forvaltningsloven § 12-1 annet ledd, forvaltningsloven § 12-1 første ledd, skatteloven § 16-20;
21.09.2023;25.09.2023;SM-2023/703;https://www.sivilombudet.no/uttalelser/fritak-for-eiendomsskatt-pa-gardsbruk/;eigedomsskattelova § 4 første ledd, eigedomsskattelova § 5, eigedomsskattelova § 5 første ledd bokstav h, skatteloven § 5;
21.09.2023;22.09.2023;SM-2022/5350;https://www.sivilombudet.no/uttalelser/begrunnelser-i-vedtak-fra-nav-rapport-fra-undersokelse-av-eget-tiltak/;folketrygdloven §, folketrygdloven § , folketrygdloven § 12-2, folketrygdloven § 12-5, folketrygdloven § 21-1, folketrygdloven§ 12-5, folketrygdloven§ 8-3, forvaltningslov § 48, forvaltningsloven § 11, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 41, grunnloven § 104 andre ledd, nav-loven § 4, sivilombudsloven § 1, sivilombudsloven § 12, sivilombudsloven § 8;
11.09.2023;19.09.2023;SM-2022/5132;https://www.sivilombudet.no/uttalelser/om-fiskeridirektoratet-bestar-av-ett-eller-flere-selvstendige-forvaltningsorganer-i-innsynssaker/;(arkivforskriften) § 10 første ledd bokstav c, (arkivforskriften) § 9, arkivforskriften § 10 første ledd tredje punktum, arkivforskriften § 14 første ledd, arkivforskriften § 9 første ledd, arkivforskriften § 9 første ledd første punktum, arkivlova § 2 bokstav b, arkivlova § 6, forskriften § 10 første ledd, forskriften § 9, forskriften § 9-4 annet ledd, forvaltningsloven § 28 fjerde ledd, forvaltningsloven § 28 første ledd, grunnloven § 3, offentlegforskrifta § 11, offentlegforskrifta § 6 første ledd, offentleglova §, offentleglova § 14, offentleglova § 28 første ledd, offentleglova § 29, offentleglova § 32, offentleglova§ 14;
11.09.2023;19.09.2023;SM-2022/5131;https://www.sivilombudet.no/uttalelser/om-arbeidstilsynet-bestar-av-ett-eller-flere-selvstendige-forvaltningsorganer-i-innsynssaker/;(arkivforskriften) § 9, arbeidsmiljøloven § 18, arkivforskriften § 10 første ledd bokstav c, arkivforskriften § 10 første ledd tredje punktum, arkivforskriften § 14 første ledd, arkivforskriften § 9, arkivforskriften § 9 første ledd, arkivforskriften § 9 første ledd første punktum, arkivlova § 2 bokstav b, arkivlova § 6, forskriften § 10 første ledd, forskriften § 9, forvaltningsloven § 28, grunnloven § 3, offentlegforskrifta § 11, offentlegforskrifta § 6 første ledd, offentleglova §, offentleglova § 14, offentleglova § 14 første ledd, offentleglova § 29, offentleglova § 32, offentleglova§ 14;
11.09.2023;19.09.2023;SM-2022/5130;https://www.sivilombudet.no/uttalelser/om-mattilsynet-bestar-av-ett-eller-flere-selvstendige-forvaltningsorganer-i-innsynssaker/;(arkivforskriften) § 10 første ledd bokstav c, (arkivforskriften) § 9, arkivforskriften § 10 første ledd bokstav c, arkivforskriften § 10 første ledd tredje punktum, arkivforskriften § 14 første ledd, arkivforskriften § 9 første ledd første punktum, arkivlova § 2 bokstav b, arkivlova § 6, forskriften § 10 første ledd, forskriften § 9, forvaltningsloven § 28, forvaltningsloven § 28 fjerde ledd, forvaltningsloven § 28 første ledd, grunnloven § 3, offentlegforskrifta § 11, offentlegforskrifta § 6 første ledd, offentleglova §, offentleglova § 14, offentleglova § 29, offentleglova § 32, offentleglova§ 14;
11.09.2023;19.09.2023;SM-2022/5129;https://www.sivilombudet.no/uttalelser/om-statens-vegvesen-er-ett-eller-flere-selvstendige-forvaltningsorganer-i-innsynssaker/;(arkivforskriften) § 10 første ledd bokstav c, (arkivforskriften) § 9, arkivforskriften § 10 første ledd bokstav c, arkivforskriften § 10 første ledd tredje punktum, arkivforskriften § 14 første ledd, arkivforskriften § 9, arkivforskriften § 9 første ledd første punktum, arkivlova § 2 bokstav b, arkivlova § 6, forskriften § 10 første ledd, forskriften § 9, forvaltningsloven § 28, forvaltningsloven § 28 fjerde ledd, forvaltningsloven § 28 første ledd, grunnloven § 3, offentlegforskrifta § 11, offentlegforskrifta § 6 første ledd, offentleglova §, offentleglova § 14, offentleglova § 29, offentleglova § 32, offentleglova§ 14, vegtrafikkloven § 39 annet ledd;
11.09.2023;19.09.2023;SM-2022/5128;https://www.sivilombudet.no/uttalelser/om-skatteetatens-praksis-knyttet-til-arkivering-journalforing-og-handtering-av-etatsintern-korrespondanse-mv/;(arkivforskriften) § 10 første ledd bokstav c, (arkivforskriften) § 9, arkivforskriften § 10 første ledd bokstav c, arkivforskriften § 10 første ledd tredje punktum, arkivforskriften § 14 første ledd, arkivforskriften § 9, arkivforskriften § 9 første ledd første punktum, arkivlova § 2 bokstav b, arkivlova § 6, forskriften § 10 første ledd, forskriften § 9, offentlegforskrifta § 6 første ledd, offentleglova § 10, offentleglova § 14, offentleglova § 14 første ledd, offentleglova § 29 første ledd, offentleglova § 3, offentleglova § 32 første ledd, offentleglova § 4;
11.09.2023;19.09.2023;SM-2022/5127;https://www.sivilombudet.no/uttalelser/om-tolletaten-bestar-av-ett-eller-flere-selvstendige-forvaltningsorganer-i-innsynssaker/;(arkivforskriften) § 10 første ledd bokstav c, arkivforskriften § 10 første ledd bokstav c, arkivforskriften § 10 første ledd tredje punktum, arkivforskriften § 14 første ledd, arkivforskriften § 9, arkivforskriften § 9 første ledd første punktum, arkivlova § 2 bokstav b, arkivlova § 6, forskriften § 10 første ledd, forskriften § 9, forvaltningsloven § 28, forvaltningsloven § 28 fjerde ledd, forvaltningsloven § 28 første ledd, grunnloven § 3, offentlegforskrifta § 11, offentlegforskrifta § 6 første ledd, offentleglova §, offentleglova § 14, offentleglova § 29, offentleglova § 32, offentleglova§ 14;
12.09.2023;18.09.2023;SM-2023/647;https://www.sivilombudet.no/uttalelser/bruk-av-medisinsk-cannabis-pa-utenlandsk-resept-i-fengsel/;forskriften § 19, forskriften § 3-21, forvaltningsloven § 17, forvaltningsloven § 25, forvaltningsloven § 33 siste ledd, forvaltningsloven § 34 andre ledd andre punktum, grunnloven § 102, grunnloven § 113, grunnloven § 92, helsepersonelloven § 11, pasient- og brukerrettighetsloven § 3-1, sivilombudsloven § 25 tredje ledd, straffegjennomføringsloven § 26, straffegjennomføringsloven § 29, straffegjennomføringsloven § 4;
30.08.2023;12.09.2023;SM-2022/5348;https://www.sivilombudet.no/uttalelser/tolkning-av-reguleringsplan-oppforing-av-eneboliger/;forskriften § 9, forskriften § 9 femte ledd, forvaltningsloven § 17, forvaltningsloven § 35 første ledd bokstav c, plan- og bygningsloven § 1-1 fjerde ledd, plan- og bygningsloven § 12-1 første ledd, plan- og bygningsloven § 12-10 første ledd, plan- og bygningsloven § 21-4 første ledd første punktum, plan- og bygningsloven § 4-3;
08.08.2023;18.08.2023;SM-2023/1111;https://www.sivilombudet.no/uttalelser/statsforvalterens-saksbehandling-i-tilsynssak/;forvaltningsloven §, forvaltningsloven § 17, forvaltningsloven § 18, forvaltningsloven § 19, forvaltningsloven § 2 første ledd bokstav e, forvaltningsloven § 3, forvaltningsloven § 41, forvaltningsloven§ 18, helsepersonelloven § 10, helsepersonelloven § 4, pasient- og brukerrettighetsloven §, pasient- og brukerrettighetsloven § 7, pasient- og brukerrettighetsloven§ 3-2, sivilombudsloven§ 12;
12.07.2023;17.08.2023;SM-2022/5706;https://www.sivilombudet.no/uttalelser/soknad-om-endring-av-rammetillatelse-til-oppforing-av-enebolig/;forskriften § 4-1 første ledd bokstav f, forvaltningsloven § 17 første ledd, forvaltningsloven § 2 første ledd bokstav b, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 34 andre ledd, plan- og bygningsloven § 21-4 første ledd, plan- og bygningsloven § 29-4, plan- og bygningsloven § 29-4 første ledd, plan- og bygningsloven § 32-3;
09.08.2023;11.08.2023;SM-2023/1962;https://www.sivilombudet.no/uttalelser/beregning-av-barnebidrag-bonusutbetalinger/;barneloven § 71, barneloven § 74, barneloven § 74 andre ledd, forskriften § 4, forskriften § 4 første ledd, forvaltningsloven § 35 bokstav c;
26.06.2023;08.08.2023;SM-2023/563;https://www.sivilombudet.no/uttalelser/frist-for-a-fremsette-krav-om-refusjon-av-utgifter-til-behandling-i-andre-eos-land/;folketrygdloven §, folketrygdloven § 22-13 annet ledd, folketrygdloven § 22-13 syvende ledd, folketrygdloven § 5, folketrygdloven § 5-24, folketrygdloven§, forskriften § 10, forskriften § 10 første ledd, forskriften § 11 første ledd, forskriften § 3;
30.06.2023;08.08.2023;SM-2023/709;https://www.sivilombudet.no/uttalelser/frist-for-a-fremsette-soknad-om-dekning-av-utgifter-til-helsebehandling-i-utlandet/;folketrygdloven §, folketrygdloven § 22-13, folketrygdloven § 22-13 annet ledd, folketrygdloven § 22-13 syvende ledd, folketrygdloven § 5, folketrygdloven § 5-24, folketrygdloven§;
14.06.2023;08.08.2023;SM-2022/5017;https://www.sivilombudet.no/uttalelser/unes-veiledningsplikt-og-behandlingstid-i-sak-om-opphold-etter-engangslosningen-for-lengevaerende-asylsokere/;forskriften § 2, forvaltningsloven § 11, forvaltningsloven § 17 første ledd, utlendingsforskriften § 8-14, utlendingsloven § 108 andre ledd bokstav a, utlendingsloven § 38, utlendingsloven § 55, utlendingsloven § 66 første ledd bokstav a, utlendingsloven § 66 første ledd bokstav c, utlendingsloven § 80, utlendingslovens § 38;
08.06.2023;30.06.2023;SM-2022/3937;https://www.sivilombudet.no/uttalelser/omfanget-av-innvilget-bpa-tilbud/;arbeidsmiljøloven § 2-1, forvaltningsloven § 34 andre ledd andre punktum, forvaltningsloven § 34 annet ledd, omsorgstjenesteloven § 11-1, omsorgstjenesteloven § 3-1, omsorgstjenesteloven § 3-6 første ledd, omsorgstjenesteloven § 4-1, pasient- og brukerrettighetsloven §, pasient- og brukerrettighetsloven § 2-1, pasient- og brukerrettighetsloven§ 2-1, spesialisthelsetjenesteloven § 2-5;
21.06.2023;27.06.2023;SM-2023/890;https://www.sivilombudet.no/uttalelser/retten-til-arbeidsavklaringspenger-og-kvalifiseringsstonad/;folketrygdloven § 11-25, sosialtjenesteloven § 18, sosialtjenesteloven § 26, sosialtjenesteloven § 29, sosialtjenesteloven § 38;
22.06.2023;27.06.2023;SM-2023/1013;https://www.sivilombudet.no/uttalelser/avslag-pa-soknad-om-proveloslatelse-etter-halv-tid/;forvaltningsloven § 25, forvaltningsloven § 34 andre ledd, forvaltningsloven § 34 annet ledd, sivilombudsloven § 12, straffegjennomføringsloven § 42 femte ledd, straffegjennomføringsloven § 42 tredje ledd;
21.06.2023;27.06.2023;SM-2022/4465;https://www.sivilombudet.no/uttalelser/innsyn-i-oversikt-over-virksomheter-og-personer-knyttet-til-sentrale-trusselaktorer/;forvaltningsloven §, forvaltningsloven § 3-1, forvaltningsloven§ 3-1, offentleglova § 11, offentleglova § 12, offentleglova § 13, offentleglova § 24, offentleglova § 3, sivilombudsloven § 20 første ledd;
22.06.2023;26.06.2023;SM-2023/630;https://www.sivilombudet.no/uttalelser/utlendingsdirektoratets-behandlingstid-i-sak-om-fornyelse-av-reisebevis-for-flyktning/;forvaltningsloven § 11, forvaltningsloven § 17 første ledd, politiloven § 30 nr. 1, straffeloven §, straffeloven§ 272, utlendingsforskriften § 12-2 andre ledd, utlendingsforskriften § 12-4 andre ledd bokstav g, utlendingsforskriften § 12-4 tredje ledd bokstav g, utlendingsloven § 28, utlendingsloven § 61 sjette ledd, utlendingsloven § 64 første ledd;
15.06.2023;26.06.2023;SM-2023/523;https://www.sivilombudet.no/uttalelser/innsyn-i-varsel-om-arbeidsmiljo/;arbeidsmiljøloven § 6-1 første ledd, arbeidsmiljøloven § 6-1 tredje ledd, arbeidsmiljøloven § 6-2, forvaltningsloven § 13, offentleglova § 11, offentleglova § 12, offentleglova § 12 bokstav a, offentleglova § 12 bokstav c, offentleglova § 13, offentleglova § 14, offentleglova § 3;
24.05.2023;22.06.2023;SM-2022/3839;https://www.sivilombudet.no/uttalelser/vurdering-av-barnets-beste-og-barns-rett-til-medvirkning-ved-soknad-om-skolebytte/;forvaltningsloven § 17 første ledd, forvaltningsloven § 33, forvaltningsloven § 34, forvaltningsloven § 34 andre ledd, forvaltningsloven § 41, grunnloven § 104, opplæringslova § 15-1 tredje ledd, opplæringslova § 8-1 første ledd første punktum, opplæringslova § 8-1 tredje ledd, opplæringsloven § 15-1 tredje ledd, opplæringsloven § 8-1 tredje ledd;
13.06.2023;19.06.2023;SM-2022/6028;https://www.sivilombudet.no/uttalelser/behandling-av-innsynsklage-klageinstansens-provings-og-utredningsplikt/;forvaltningsloven §, forvaltningsloven § 33, forvaltningsloven § 34 andre ledd, forvaltningsloven§ 34 andre ledd, offentleglova § 32, offentleglova § 32 første ledd første punktum;
13.06.2023;15.06.2023;SM-2023/107;https://www.sivilombudet.no/uttalelser/statsforvalterens-handtering-av-klage-pa-vedtak-om-bruk-av-tvang-og-makt-etter-helse-og-omsorgstjenesteloven-kapittel-9/;forvaltningsloven § 11, forvaltningsloven § 27 tredje ledd, forvaltningsloven § 28 første ledd, forvaltningsloven § 33, forvaltningsloven § 33 andre ledd tredje punktum, forvaltningsloven § 33 fjerde ledd første punktum, omsorgstjenesteloven § 9-11 andre ledd, omsorgstjenesteloven § 9-11 fjerde ledd, omsorgstjenesteloven § 9-11 tredje ledd, omsorgstjenesteloven § 9-11 tredje ledd andre punktum, omsorgstjenesteloven § 9-11 tredje ledd tredje punktum, omsorgstjenesteloven § 9-5, omsorgstjenesteloven § 9-5 første ledd, omsorgstjenesteloven § 9-5 tredje ledd bokstav c, omsorgstjenesteloven § 9-7 fjerde ledd femte punktum, omsorgstjenesteloven § 9-8, sivilombudsloven § 9;
13.06.2023;15.06.2023;SM-2022/4567;https://www.sivilombudet.no/uttalelser/eiendomsskatt-adgangen-til-a-omtaksere-i-en-lopende-takseringsperiode/;eigedomsskattelova §, eigedomsskattelova§ 8, sivilombudsloven § 15, sivilombudsloven § 4 annet ledd bokstav e, skatteloven § 4, skatteloven § 4 første ledd annet punktum, skatteloven § 8;
08.06.2023;14.06.2023;SM-2022/5984;https://www.sivilombudet.no/uttalelser/stryking-fra-fiskermanntallet-fiskeridirektoratets-vurdering-av-om-vedkommende-er-bosatt-i-norge/;forskriften §, forskriften § 1, forskriften § 11, forskriften § 2, forskriften§ 39 bokstav b, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 33 første ledd, forvaltningsloven § 34 annet ledd annet punktum;
12.06.2023;12.06.2023;SM-2022/4668;https://www.sivilombudet.no/uttalelser/utestengelse-fra-ishall/;forvaltningsloven § 1, forvaltningsloven § 2, forvaltningsloven § 2 første ledd bokstav a, forvaltningsloven § 2 første ledd bokstav b, forvaltningsloven § 3 første ledd, forvaltningsloven § 32 første ledd bokstav a, kommuneloven § 1-1;
06.06.2023;09.06.2023;SM-2022/5453;https://www.sivilombudet.no/uttalelser/detaljregulering-for-nye-veavagen-skole-klageinstansens-provingsplikt-og-betydningen-av-nye-opplysninger-som-tilkommer-etter-kommunens-vedtak/;forskriften § 15 andre ledd, forskriften § 39, forvaltningsloven §, forvaltningsloven § 33 femte ledd, forvaltningsloven § 34, forvaltningsloven § 34 andre ledd, forvaltningsloven § 41, forvaltningsloven§ 17 første ledd, naturmangfoldloven §, naturmangfoldloven§ 8-12, plan- og bygningsloven § 5 første ledd, plan- og bygningsloven § 5-4;
31.05.2023;09.06.2023;SM-2022/3102;https://www.sivilombudet.no/uttalelser/mangelfull-vurdering-etter-naturmangfoldloven-reguleringsplan-for-ny-fylkesveg/;forvaltningsloven § 17, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 33, forvaltningsloven § 33 femte ledd, forvaltningsloven § 34, forvaltningsloven § 41, naturmangfoldloven §, naturmangfoldloven § 7, naturmangfoldloven§ 8-11, naturmangfoldloven§ 8-12, plan- og bygningsloven § 1-1, plan- og bygningsloven § 12-12 første ledd, plan- og bygningsloven § 3-3, plan- og bygningsloven § 5-4;
11.05.2023;09.06.2023;SM-2022/2836;https://www.sivilombudet.no/uttalelser/statsforvalterens-tilsynsmyndighet-i-saker-om-taushetsplikt-i-den-kommunale-helse-og-omsorgstjenesten/;forvaltningsloven §, forvaltningsloven § 13, forvaltningsloven§ 13-13, helsepersonelloven §, helsepersonelloven§ 21, omsorgstjenesteloven § 12-1, omsorgstjenesteloven § 12-3, omsorgstjenesteloven § 2-1, omsorgstjenesteloven § 2-1 første ledd første punktum, pasient- og brukerrettighetsloven § 7-4, pasientjournalloven § 15, sivilombudsloven § 15;
26.05.2023;02.06.2023;SM-2022/4454;https://www.sivilombudet.no/uttalelser/utelukkelse-fra-fellesskap-i-fengsel-pa-grunn-av-bygningsmessige-forhold/;straffegjennomføringsloven § 17 første ledd første punktum, straffegjennomføringsloven § 37 første ledd, straffegjennomføringsloven § 37 niende ledd, straffegjennomføringslovens § 37;
15.05.2023;26.05.2023;SM-2023/617;https://www.sivilombudet.no/uttalelser/saksbehandlingstiden-i-tromso-kommunes-byggesaksenhet/;forskriften § 7-1 bokstav c, forvaltningsloven § 11, plan- og bygningsloven § 1-4, plan- og bygningsloven § 1-4 første ledd, plan- og bygningsloven § 1-9, plan- og bygningsloven § 21-7 første ledd første punktum, plan- og bygningsloven § 32-1, plan- og bygningsloven § 32-1 første ledd;
11.05.2023;26.05.2023;SM-2023/225;https://www.sivilombudet.no/uttalelser/statsforvalterens-avgjorelse-om-a-unnlate-a-realitetsbehandle-klage-pa-kommunens-vedtak-om-omsorgsstonad/;forvaltningsloven § 2 første ledd bokstav b, forvaltningsloven § 28 første ledd, forvaltningsloven § 28 tredje ledd, forvaltningsloven § 28 tredje ledd første punktum, omsorgstjenesteloven § 3-6, pasient- og brukerrettighetsloven § 2-8, pasient- og brukerrettighetsloven § 7-2 første ledd;
04.05.2023;23.05.2023;SM-2022/5490;https://www.sivilombudet.no/uttalelser/underskrift-og-navn-i-vedtak-fra-sosialtjenesten-i-oslo-kommune/;forvaltningslov § 32, forvaltningsloven § 15, forvaltningsloven § 23, forvaltningsloven § 31, forvaltningsloven § 6, forvaltningsloven § 6 annet ledd annet punktum, forvaltningsloven § 8, forvaltningsloven § 8 første ledd;
10.05.2023;22.05.2023;SM-2023/629;https://www.sivilombudet.no/uttalelser/begrunnelse-for-avslag-pa-anmodning-om-utsatt-iverksetting-av-vedtak/;folketrygdloven § 22-6 første ledd annet punktum, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 42, forvaltningsloven § 42 annet ledd;
11.05.2023;22.05.2023;SM-2023/975;https://www.sivilombudet.no/uttalelser/hvilket-grunnbelop-utgjor-beregningsgrunnlaget-for-kravet-til-tidligere-inntekt-i-familieinnvandringssaker-og-kravet-om-tilstrekkelig-inntekt-for-redusert-botidskrav-i-statsborgerskapssaker/;folketrygdloven § 1-4 andre ledd, forskriften § 6-1, forskriftens § 10-8, forskriftens § 10-9, forskriftens § 10-9 første ledd, forskriftens § 11-11, forskriftens § 6-1, sivilombudsloven § 15, statsborgerloven § 10, statsborgerloven § 7 første ledd bokstav e, utlendingsforskriften § 10-9, utlendingsforskriften § 11-11, utlendingsforskriftens § 10-9 første ledd, utlendingsloven § 58, utlendingsloven § 58 første ledd;
11.05.2023;22.05.2023;SM-2023/379;https://www.sivilombudet.no/uttalelser/saksbehandlingstiden-i-saker-etter-apenhetsloven/;forvaltningsloven § 11;
20.04.2023;12.05.2023;SM-2022/4248;https://www.sivilombudet.no/uttalelser/statsforvalterens-rolle-og-krav-til-begrunnelse-i-saker-om-tvang-etter-hol-%c2%a7-9-5/;forvaltningsloven § 34 annet ledd, omsorgstjenesteloven § 9-5 tredje ledd bokstav a, sosialtjenesteloven § 4;
14.04.2023;08.05.2023;SM-2023/385;https://www.sivilombudet.no/uttalelser/lang-behandlingstid-og-manglende-orienteringer-underveis-i-en-sak-om-rettighetsklage-og-anmodning-om-tilsyn-etter-pasient-og-brukerrettighetsloven/;forvaltningsloven § 1, forvaltningsloven § 11, omsorgstjenesteloven § 4-1, pasient- og brukerrettighetsloven § 2-1, pasient- og brukerrettighetsloven § 7-2, pasient- og brukerrettighetsloven § 7-4;
19.04.2023;28.04.2023;SM-2022/5419;https://www.sivilombudet.no/uttalelser/handtering-av-habilitetssporsmal-i-tre-kommunale-ansettelsesprosesser/;forvaltningsloven § 2 andre ledd, forvaltningsloven § 6, forvaltningsloven § 8;
20.04.2023;28.04.2023;SM-2022/5907;https://www.sivilombudet.no/uttalelser/innsyn-i-dokumentlister-kravene-til-begrunnelse-mv/;arkivforskrifta § 9, arkivforskriften § 9, offentleglova § 3, offentleglova § 31 annet ledd, offentleglova § 31 første ledd, offentleglova § 9;
20.04.2023;28.04.2023;SM-2022/5454;https://www.sivilombudet.no/uttalelser/udis-behandlingstid-i-klage-over-avslag-pa-soknad-om-norsk-statsborgerskap/;forvaltningsloven § 11, forvaltningsloven § 17 første ledd, forvaltningsloven § 33 fjerde ledd, statsborgerloven § 7 første ledd bokstav a;
11.04.2023;18.04.2023;SM-2022/5332;https://www.sivilombudet.no/uttalelser/kravet-til-forsvarlig-skoleskyss/;forvaltningsloven § 17 første ledd, grunnloven § 104, opplæringslova § 2-15, opplæringslova § 7-1;
24.03.2023;13.04.2023;SM-2022/2921;https://www.sivilombudet.no/uttalelser/vurdering-av-personens-beste-i-sak-om-voksenadopsjon/;;
31.03.2023;12.04.2023;SM-2022/6123;https://www.sivilombudet.no/uttalelser/merverdiavgiftskompensasjon-for-borettslag-og-eierseksjonssameier-kravet-om-saerskilt-tilrettelagt-bolig/;forskriften § 7, forvaltningsloven § 12-1;
31.03.2023;12.04.2023;SM-2023/196;https://www.sivilombudet.no/uttalelser/merverdiavgiftskompensasjon-for-borettslag-og-eierseksjonssameier-krav-om-tilrettelegging-og-dokumentasjon-for-heldogns-helse-og-omsorgstilbud/;forskriften § 7, omsorgstjenesteloven § 3-2, pasient- og brukerrettighetsloven § 2-7 annet ledd;
20.03.2023;12.04.2023;SM-2023/80;https://www.sivilombudet.no/uttalelser/kravet-til-forsvarlig-saksbehandling-ved-statsforvalterens-behandling-av-omgjoringsanmodning-i-en-sak-om-brukerstyrt-personlig-assistanse-bpa/;forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 33 femte ledd, forvaltningsloven § 34 tredje ledd, forvaltningsloven § 34 tredje ledd første punktum, pasient- og brukerrettighetsloven §, pasient- og brukerrettighetsloven§ 2-1, sivilombudsloven § 12;
03.04.2023;12.04.2023;SM-2022/4818;https://www.sivilombudet.no/uttalelser/statsforvalterens-klagesaksbehandling-i-sak-om-helse-og-omsorgstjenester-forsvarlighetskravet/;forvaltningsloven § 19, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 33, forvaltningsloven § 34 andre ledd, forvaltningsloven § 34 annet ledd første punktum, omsorgstjenesteloven § 4-1, pasient- og brukerrettighetsloven § 2-1, pasient- og brukerrettighetsloven § 3-1, sivilombudsloven § 12;
30.03.2023;12.04.2023;SM-2022/6033;https://www.sivilombudet.no/uttalelser/statsforvalterens-behandling-av-klage-pa-tvungen-legeundersokelse/;pasient- og brukerrettighetsloven § 7-4, psykisk helsevernloven § 3-1;
29.03.2023;12.04.2023;SM-2022/4962;https://www.sivilombudet.no/uttalelser/parkeringstillatelse-for-forflytningshemmede-5/;forskriftens § 1, forskriftens § 3, forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 33 første ledd;
23.03.2023;11.04.2023;SM-2022/4915;https://www.sivilombudet.no/uttalelser/kompensasjon-for-merverdiavgift-undervisningstjenester/;forvaltningsloven § 12-1, forvaltningsloven § 5-7, opplæringslova § 13-3, opplæringslova § 13-7, opplæringslova § 2-1, opplæringslova § 5-7, pasient- og brukerrettighetsloven § 6-4, sivilombudsloven § 8, spesialisthelsetjenesteloven § 2-1;
22.03.2023;11.04.2023;SM-2022/6116;https://www.sivilombudet.no/uttalelser/krav-om-digital-innsendelse-av-soknad-om-mesterbrev/;forskriften § 2, forvaltningsloven §, forvaltningsloven § 11, forvaltningsloven § 2 tredje ledd, forvaltningsloven§ 28;
14.03.2023;21.03.2023;SM-2022/4834;https://www.sivilombudet.no/uttalelser/statsforvalterens-vedtak-om-tvangsmedisinering-kravet-om-stor-sannsynlighet-for-vesentlig-positiv-effekt-og-vurderingen-av-mulige-bivirkninger/;forvaltningsloven § 24, forvaltningsloven § 25, forvaltningsloven § 33 første ledd, psykisk helsevernloven § 4-4;
03.03.2023;16.03.2023;SM-2022/4886;https://www.sivilombudet.no/uttalelser/advarsel-til-farmasoyt-for-drift-av-apotek-uten-nodvendig-driftskonsesjon/;forskriften § 14, grunnloven § 113;
07.03.2023;16.03.2023;SM-2022/3357;https://www.sivilombudet.no/uttalelser/statsforvalterens-behandling-av-henvendelse-om-mulig-brudd-pa-et-familievernkontors-taushetsplikt-ved-bekymringsmelding-til-barnevernet/;barnevernloven § 13-4, forvaltningsloven § 25, helsepersonelloven § 21, helsepersonelloven § 21 andre ledd, helsepersonelloven § 23, helsepersonelloven § 33, sivilombudsloven § 12 første ledd bokstav a;
23.02.2023;03.03.2023;SM-2022/4149;https://www.sivilombudet.no/uttalelser/politikerportalen-2-innsyn-i-politikerportalen-saksdokument-organinterne-dokumenter-og-merinnsyn-mv/;kommuneloven § 11-2, kommuneloven § 11-2 første ledd, kommuneloven § 11-5, kommuneloven § 27-1 andre ledd, kommuneloven § 27-2 første ledd, kommuneloven § 27-2 første ledd bokstav b, offentleglova § 11, offentleglova § 14, offentleglova § 16, offentleglova § 16 første ledd bokstav a, offentleglova § 28 andre ledd, offentleglova § 3, offentleglova § 4, offentleglova § 4 andre ledd;
01.03.2023;03.03.2023;SM-2022/1836;https://www.sivilombudet.no/uttalelser/retting-av-vedtak-om-eiendomsskatt/;eigedomsskattelova § 11 annet ledd, eigedomsskattelova § 17, eigedomsskattelova § 17 første ledd, eigedomsskattelova § 31, forskriften § 4, forvaltningsloven § 17, forvaltningsloven § 31, skatteloven § 17;
10.02.2023;03.03.2023;SM-2022/3884;https://www.sivilombudet.no/uttalelser/sakskostnader-nar-endring-til-gunst-er-begrunnet-med-regelverksendring/;forskriften § 8, forvaltningsloven § 36, konsesjonsloven § 10, konsesjonsloven § 3;
17.02.2023;24.02.2023;SM-2022/4542;https://www.sivilombudet.no/uttalelser/forsinkelsesrente-ved-krav-om-tilbakebetaling-av-ulovlig-innkrevd-gebyr/;forskriften §, forskriften § 1-5, plan- og bygningsloven §, plan- og bygningsloven § 33, plan- og bygningsloven § 33-1 første ledd tredje punktum;
08.02.2023;20.02.2023;SM-2022/4174;https://www.sivilombudet.no/uttalelser/unntaket-fra-kravet-til-tidligere-inntekt-i-sak-om-familieinnvandring-nar-referansepersonen-apenbart-kan-forsorge-partene/;forskriften § 10-11 andre ledd, forskriftens § 10-11, forskriftens § 10-8, forskriftens § 10-9, utlendingsforskriften §, utlendingsforskriften § 10-11, utlendingsforskriften § 10-11 andre ledd, utlendingsforskriften § 10-11 første ledd, utlendingsforskriften § 10-9, utlendingsforskriften § 10-9 første ledd, utlendingsforskriftens § 10-11 første ledd, utlendingsforskriften§ 10-8, utlendingsloven § 40, utlendingslovens § 58 første ledd;
